Title	Artist	BPM	Key	Import Date
Shades of Funk	Kill Paris	110		2013/1/29
Keep Your Secrets in Midnight City	Kill Paris	100		2013/1/29
Do You Need Someone	Kill Paris	100		2013/1/29
Take Me Down Funky (Bonus Track)	Kill Paris	95		2013/1/29
Slap Me (GRiZ Remix)	Kill Paris	102.955		2013/3/6
To A New Earth (Gramatik Remix)	Kill Paris	111.952		2013/7/17
To A New Earth	Kill Paris	109.952		2013/7/17
Baby Come Back	Kill Paris	174.997	Fm	2012/11/10
Black Magic	Kill The Noise	172		2012/12/3
Rockers	Kill The Noise	128.001		2012/12/3
Mosh It Up	Kill The Noise	149.999		2012/12/3
Thumbs Up	Kill The Noise	112		2012/12/3
Saturn	Kill The Noise	128		2012/12/3
To Be Continued	Kill The Noise	145.902		2012/12/3
Jump Ya Body	Kill The Noise	140		2013/1/29
Dying	Kill The Noise	140		2012/10/12
Kill The Noise (Dillon Francis Remix)	Kill The Noise	111.998		2012/1/23
Settle Down (Polaris At Noon Remix)	Kimbra	107.89		2012/8/13
Why? Where? What? (Troublemaker Edit)	King Fantastic x Rusko	174	Bm	2011/3/10
My Party (Kenna and Chad Hugo Remix)	Kings Of Leon	126.998		2010/7/8
Drank In My Cup	Kirko Bangz	132.999	Abm	2012/4/4
What Yo Name Iz (Remix)	Kirko Bangz	144.001	Am	2011/8/4
Turn It On (Dillon Francis Remix)	Kissy Sellout	112		2011/10/25
Broken Hearts (Dillon Francis Remix)	Kito & Reija Lee	110		2013/1/16
Sweet Talk	Kito & Reija Lee	140.001		2013/6/6
This City	Kito & Reija Lee	140		2013/6/6
Jubel	Klingande	124.999		2013/7/21
Destroy Them With Lazers	Knife Party	128	Ebm	2013/3/6
LRAD	Knife Party	127.996		2013/6/4
EDM Death Machine	Knife Party	128		2013/6/4
Internet Friends VIP	Knife Party	157.518		2013/6/4
Internet Friends (Revolvr Bootleg)	Knife Party	127.996		2012/9/14
Bonfire	Knife Party	174	Abm	2012/8/13
Centipede	Knife Party	139.998		2012/8/13
Rage Valley	Knife Party	128		2012/8/13
Sleaze	Knife Party	108.001		2012/8/13
Internet Friends	Knife Party	127.998		2012/6/17
Zoology	Knife Party	110.001		2011/10/2
Forever (Thugstep Remix)	Knowa Knowone	162		2011/4/22
Gucci Gucci	Kreayshawn	154.849		2011/8/4
Killin' It	Krewella	160.001	Dbm	2012/11/10
Alive	Krewella	127.999		2012/11/10
One Minute	Krewella	140.001		2012/11/10
Feel Me	Krewella	127.996		2012/11/10
Come & Get It	Krewella	174	Gm	2012/12/3
Alive (Cash Cash x Kalkutta Remix)	Krewella	127.999		2013/7/17
Can't Control Myself	Krewella	99.998		2012/10/13
Why Is That?	KRS-One	96.032		2010/7/8
MC's Act Like They Don't Know	KRS-One	90.411		2010/7/8
Hip-Hop Lives	KRS-One	158.001	Em	2010/7/8
Criminal Minded	KRS-One	90.891		2010/7/8
Sound of Da Police	KRS-One	94.984		2010/7/8
Robot	KRS-One & Buckshot	93	www.OnSMASH.com	2010/7/8
Tried For Your Love (Hudson Mohawke Remix)	Krystal Klear	120		2011/1/19
Truth Flood	Kuedo	130.004		2012/5/25
All I See	Kylie Minogue	101.001		2010/7/8
Better Than Today	Kylie Minogue	109.007		2011/3/3
Get Outta My Way (Shreddie Mercury Remix)	Kylie Minogue	128		2011/10/16
She's Gone	KZ	139.99		2011/10/16
Sur La Plache	La Femme	92.4961	Am	2010/12/8
I'm Not Your Toy (DatA Remix)	La Roux	124.01		2011/3/29
In For The Kill	La Roux	150.001		2010/7/8
Quicksand	La Roux	136.982		2010/7/8
Tigerlily	La Roux	142.003		2010/7/8
Bulletproof	La Roux	122.999		2010/7/8
Colourless Colour	La Roux	127.001		2010/7/8
I'm Not Your Toy	La Roux	123.999		2010/7/8
Cover My Eyes	La Roux	108		2010/7/8
As If By Magic	La Roux	131.002		2010/7/8
Fascination	La Roux	124		2010/7/8
Reflections Are Protection	La Roux	118.999		2010/7/8
Armour Love	La Roux	141.998		2010/7/8
Growing Pains	La Roux	144		2010/7/8
In For The Kill (Let's Get Ravey Remix)	La Roux	145.972	Dbm	2010/9/24
In For The Kill (Skrillex Remix)	La Roux	144.999		2010/10/6
LoveGame	Lady GaGa	104.999		2010/7/8
Just Dance	Lady GaGa	119.805		2009/1/12
Paparazzi	Lady GaGa	115.009		2010/7/8
Poker Face	Lady GaGa	118.999		2010/7/8
Dance In the Dark	Lady GaGa	121		2010/7/8
Telephone	Lady Gaga	122		2012/11/10
So Happy I Could Die	Lady GaGa	99.998		2010/7/8
Bad Romance	Lady Gaga	119.001		2010/7/8
Alejandro (Skrillex Remix)	Lady GaGa	127		2011/5/1
Born This Way	Lady GaGa	124.001		2011/3/24
Paparazzi (Redlight Remix)	Lady Gaga	128		2010/7/8
Reloaded	Lady GaGa	110.002		2010/7/8
Starstruck	Lady GaGa	102.999		2010/7/8
Trilogy (GTA Remix)	Laidback Luke	130		2012/5/25
Sprung On A Thug	Lala	96.998		2010/7/8
Without You (Kill Paris Remix)	Lana Del Rey	139.999		2012/3/2
Blue Jeans	Lana Del Rey	117.997		2011/12/1
Born To Die (Gemini Remix)	Lana Del Rey	140		2012/1/11
Kinda Outta Luck	Lana Del Rey	150		2011/12/1
Lolita	Lana Del Rey	136.001		2012/1/23
National Anthem (Cashmere Cat Remix)	Lana Del Rey	170.001	Cm	2013/6/4
Radio	Lana Del Rey	150		2012/2/15
Summertime Sadness (Cedric Gervais Remix) {ETC!ETC! Trapped it! Remix}	Lana Del Rey	140.001		2013/7/17
Video Games	Lana Del Rey	122	Gbm	2011/12/1
"Audio from ""Amateur"""	Lasses Shit	125.011		2010/7/8
House Party	Latrelle	101.126		2010/7/8
Long Night	Latrelle	90.002		2010/7/8
Damage Control (Original Mix) 	Lazy Rich & Hirshee	128		2013/2/28
Start	LBCK	127.886		2010/9/24
New York I Love You	LCD Soundsystem	101.569		2010/7/8
Dance Yrself Clean	LCD Soundsystem	98		2012/1/11
New York, I Love You	LCD Soundsystem	102		2012/8/13
Nobody Gets Out Alive (Noisia Remix)	Le Castle Vania	129.998		2011/4/5
Let's Just Do It	Left Eye	90.998		2010/7/8
Blue Shift	Lemaitre	117.999		2013/3/19
Cut to Black	Lemaitre	102		2013/3/19
Excuse Me	Lemaitre	121.983		2013/3/19
Collide	Leona Lewis	124.999		2011/8/27
Grind	Les Sins	120.003		2013/3/19
Best in the West	Lets Be Friends	110		2013/5/28
Forget (Shlohmo Remix)	Lianne La Havas	128		2012/5/25
Base For Your Face	Lil B	166.605	Abm	2011/3/19
I'm A Dog	Lil Boosie	160		2010/7/8
Zoom	Lil Boosie	161.002		2010/7/8
Ghetto Mindstate	Lil Flip	88.11		2010/7/8
I'm A Balla	Lil Flip	172.096	Bm	2010/7/8
Starched & Cleaned	Lil Flip	137.968		2010/7/8
Game Over	Lil Flip	160.053		2010/7/8
Sunshine	Lil Flip	94	G	2010/7/8
What It Do	Lil Flip	167.999	Gm	2010/7/8
I'm A Balla (Flip My Chips)	Lil Flip	151.999		2010/7/8
Game Over (Remix)	Lil Flip	159.999		2010/7/8
Iced Out	Lil Flip	139.334		2010/7/8
Way We Ball (Crizzly Remix)	Lil Flip	140		2012/11/10
Give It All You Got (Danger Beach Remix)	Lil Jon	125.002		2010/7/8
Real Nigga Roll Call	Lil Jon	168.108	Em	2012/4/4
Throw It Up	Lil Jon	146.295		2010/7/8
Hey	Lil Jon	131.998		2011/2/17
I Do (Pance Party Remix)	Lil Jon	114.001		2010/7/8
Oh What A Night (Chuckie Remix)	Lil Jon	126.001		2011/3/25
Snap Ya Fingers	Lil Jon	164	Abm	2010/7/8
U Don't Like Me (Datsik Remix)	Lil Jon	139.997		2011/2/9
Get Low	Lil Jon & The East Side Boyz	101.002		2010/7/8
Stop Fuckin Wit Me	Lil Jon & The East Side Boyz	162.126	Gbm	2010/7/8
Da Blow	Lil Jon & The East Side Boyz	138.2		2010/7/8
Stick That Thang Out	Lil Jon & The East Side Boyz	120.11		2010/7/8
Put Yo Hood Up (Remix)	Lil Jon & The East Side Boyz	150.043		2010/7/8
Get Crunk	Lil Jon & The East Side Boyz	149.998		2010/7/8
Put Yo Hood Up	Lil Jon & The East Side Boyz	150.003		2010/7/8
Bend Over (Pop That Pussy)	Lil Jon	165.974	Ebm	2010/7/8
Chunk Up The Deuce	Lil Keke	136		2013/8/30
Download	Lil Kim	92.014		2010/7/8
The Jump Off	Lil Kim	104.928	Fm	2011/1/19
Lighters Up	Lil Kim	91		2010/7/8
Whoa	Lil Kim	95		2010/7/8
G-slide	Lil Mama	160.91		2010/7/8
Shawty Get Loose (Remix)	Lil Mama	114.998		2010/7/8
Lip Gloss	Lil Mama	96.0001	Am	2010/7/8
I'm Back	Lil Scrappy	88.489		2010/7/8
Gangsta Gangsta	Lil Scrappy	172.001	Abm	2010/7/8
Posted In The Club	Lil Scrappy	160.49		2010/7/8
Livin' In The Projects	Lil Scrappy	160.001		2010/7/8
Oh Yeah	Lil Scrappy	170.001	F	2010/7/8
Money In The Bank (Remix)	Lil Scrappy	151.247		2010/10/22
Right Away	Lil Scrappy	159.086		2010/10/22
Head Bussa	Lil Scrappy	156.004		2010/10/22
No Problems	Lil Scrappy	171.957	Am	2010/7/8
Check Out My Lean (Remix)	Lil Shine	157.997		2010/7/8
Wanna Be A Baller	Lil Troy	92.03		2010/7/8
Kitty Kat	Lil Uno	115.001		2010/7/8
Way Of Life	Lil Wayne	97.906		2010/7/8
Clear Da Scene	Lil Wayne	160		2010/7/8
Intro	Lil Wayne	159.997		2010/7/8
Black Republicans (Remix)	Lil Wayne	90.5		2010/7/8
Upgrade	Lil Wayne	169.96	C	2010/7/8
Put Some Keys On That	Lil Wayne	160.802		2010/7/8
Ride 4 My Niggas	Lil Wayne	159.999		2010/7/8
Don't Stop, Won't Stop	Lil Wayne	99.998		2010/7/8
We Takin Over (Cover)	Lil Wayne	112.6		2010/7/8
Get High Rule The World	Lil Wayne	93.97		2010/7/8
I Can't Feel My Face	Lil Wayne	174.429	Dm	2010/7/8
Dough Is What I Got	Lil Wayne	106.003		2010/7/8
Seat Down Low	Lil Wayne	160		2010/7/8
New Cash Money	Lil Wayne	170.014	Dbm	2010/7/8
Promise	Lil Wayne	123.201		2010/7/8
Outro	Lil Wayne	124.998		2010/7/8
Blooded	Lil Wayne	91.001		2010/7/8
Live From 504	Lil Wayne	151.89		2010/7/8
King Kong (Remix)	Lil Wayne	156		2010/7/8
Dipset	Lil Wayne	150.001		2010/7/8
Forever	Lil Wayne	123.867	Ebm	2010/7/8
Walk It Out (Cover)	Lil Wayne	159.993		2010/1/20
It's Me Bitches (Cover)	Lil Wayne	91.999		2010/7/8
Boom	Lil Wayne	161.001		2010/7/8
N.O. Nigga	Lil Wayne	174	Ebm	2010/7/8
Back On My Grizzy	Lil Wayne	158.998		2010/7/8
Dipset 2	Lil Wayne	162.53		2010/7/8
President	Lil Wayne	174.159	Gm	2010/7/8
Crazy (Remix)	Lil Wayne	112.001		2010/7/8
Where The Cash At	Lil Wayne	150.001		2010/7/8
Smiling Faces	Lil Wayne	161.333		2010/7/8
Yes	Lil Wayne	149.999		2009/1/16
If I Die Today	Lil Wayne	154.999		2011/3/29
Swag Surfin	Lil Wayne	143.999		2010/7/8
Ice Cream Paint Job (Freestyle)	Lil Wayne	89.999		2010/1/20
D.O.A. (Cover)	Lil Wayne	172.806	Bbm	2010/1/20
Interlude	Lil Wayne	109		2010/7/8
Wasted	Lil Wayne	155.001		2010/7/8
Watch My Shoes	Lil Wayne	166	F	2010/7/8
Break Up	Lil Wayne	146.202		2010/7/8
Banned From TV	Lil Wayne	92.396		2010/7/8
Throw It In The Bag (Freestyle)	Lil Wayne	87.9993	Dbm	2010/1/20
I Think I Love Her	Lil Wayne	132		2010/7/8
Interlude #2	Lil Wayne	114.9		2010/7/8
Wetter (Freestyle)	Lil Wayne	120.001		2010/1/20
I'm Good	Lil Wayne	146.001		2010/1/20
Poke Her Face (Freestyle)	Lil Wayne	99.075		2010/1/20
Run This Town (Freestyle)	Lil Wayne	169.799	Cm	2010/1/20
I Gotta Feeling Freestyle)	Lil Wayne	127.998		2010/1/20
Outro	Lil Wayne	130.007		2010/7/8
Drop The World	Lil Wayne	144.999		2010/7/8
Prom Queen	Lil Wayne	143.983		2010/7/8
Tunechi's Back	Lil Wayne	140.002		2011/8/4
Rollin' (Freestyle)	Lil Wayne	143.001		2011/8/4
Throwed Off (Freestyle)	Lil Wayne	143.997		2011/8/4
Marvin's Room (Freestyle)	Lil Wayne	166.689	Am	2011/8/4
Sure Thing (Freestyle)	Lil Wayne	161.999		2011/8/4
Grove St. Party (Freestyle)	Lil Wayne	140		2011/8/4
Racks (Freestyle)	Lil Wayne	140		2011/8/4
Hands Up (Freestyle)	Lil Wayne	88.001	Fm	2011/8/4
Ghetto Feat. Akon	Lil Wayne	93.826		2011/8/4
Inkredible Remix (Freestyle)	Lil Wayne	98.094		2011/8/4
Tha Block Is Hot	Lil Wayne	174.087	Gm	2010/7/8
Walk In	Lil Wayne	147.998		2010/7/8
Go DJ	Lil Wayne	158		2008/12/7
This Is The Carter	Lil Wayne	95.089		2010/7/8
BM J.R.	Lil Wayne	159.991		2010/7/8
On The Block #1	Lil Wayne	97		2010/7/8
I Miss My Dawgs	Lil Wayne	155.996		2010/7/8
We Don't	Lil Wayne	162		2010/7/8
On My Own	Lil Wayne	93.999		2010/7/8
The Heat	Lil Wayne	169.99	Bm	2010/7/8
Cash Money Millionaires	Lil Wayne	165.995		2010/7/8
Inside	Lil Wayne	147.992		2010/7/8
Bring It Back	Lil Wayne	171.998	Gm	2010/7/8
Who Wanna	Lil Wayne	91.488		2010/7/8
On The Block #2	Lil Wayne	155.9		2010/7/8
Get Down	Lil Wayne	88.936		2010/7/8
Snitch	Lil Wayne	102.997		2010/7/8
Hoes	Lil Wayne	87.9945	Dbm	2010/7/8
Only Way	Lil Wayne	159.963		2010/7/8
Shine	Lil Wayne	99.947		2010/7/8
Ain't That A Bitch	Lil Wayne	92.997		2010/7/8
Walk Out	Lil Wayne	148		2010/7/8
Tha Mobb	Lil Wayne	149.999		2010/7/8
Fly In	Lil Wayne	90		2010/7/8
Money On My Mind	Lil Wayne	151.998		2010/7/8
Fireman	Lil Wayne	161.181	Gbm	2010/7/8
Mo Fire	Lil Wayne	146.102		2010/7/8
On Tha Block #1	Lil Wayne	104		2010/7/8
Best Rapper Alive	Lil Wayne	151.406		2010/7/8
Lock & Load	Lil Wayne	169.999	Ebm	2010/7/8
Oh No	Lil Wayne	159.94		2010/7/8
Grown Man	Lil Wayne	163.967		2010/7/8
On Tha Block #2	Lil Wayne	149.57		2010/7/8
Hit Em Up	Lil Wayne	162.402		2010/7/8
Carter II	Lil Wayne	90		2010/7/8
Hustler Musik	Lil Wayne	168.011		2010/7/8
Receipt	Lil Wayne	173.999	Dm	2010/7/8
Shooter	Lil Wayne	161.997	Am	2010/6/8
Weezy Baby	Lil Wayne	155.802		2010/7/8
On Tha Block #3	Lil Wayne	141.036		2010/7/8
I'm A DBoy	Lil Wayne	87.9995	Am	2010/7/8
Feel Me	Lil Wayne	91.397		2010/7/8
Get Over	Lil Wayne	162.001		2010/7/8
Fly Out	Lil Wayne	90.002		2010/7/8
3 Peat	Lil Wayne	152.996		2010/7/8
Mr. Carter	Lil Wayne	171.4	Am	2010/7/8
A Milli	Lil Wayne	132.984		2010/7/8
Got Money	Lil Wayne	138		2010/7/8
Comfortable	Lil Wayne	94.306		2010/7/8
Dr. Carter	Lil Wayne	89		2010/7/8
Phone Home	Lil Wayne	147.997		2010/7/8
Tie My Hands	Lil Wayne	89.999		2010/7/8
Mrs. Officer	Lil Wayne	167.996	Ebm	2011/3/19
Let The Beat Build	Lil Wayne	154.003		2010/7/8
Shoot Me Down	Lil Wayne	149.997		2010/7/8
Lollipop	Lil Wayne	148.04		2010/7/8
La La	Lil Wayne	149.996		2011/3/19
Playing With Fire	Lil Wayne	145.989		2010/7/8
You Ain't Got Nuthin'	Lil Wayne	158.749	Dm	2010/7/8
Dont Get It	Lil Wayne	153.45		2010/7/8
Intro	Lil Wayne	131.001		2011/10/2
Blunt Blowin	Lil Wayne	136		2011/10/2
Megaman	Lil Wayne	154		2011/10/2
6 Foot 7 Foot	Lil Wayne	168	Db	2011/10/2
Nightmares Of The Bottom	Lil Wayne	140	Ab	2011/10/2
She Will	Lil Wayne	152		2011/10/2
How To Hate	Lil Wayne	149.999		2011/10/2
Interlude	Lil Wayne	131		2011/10/2
John	Lil Wayne	155.002		2011/10/2
Abortion	Lil Wayne	152		2011/10/2
So Special (Feat. John Legend)	Lil Wayne	154.801		2011/10/2
How To Love	Lil Wayne	154		2011/10/2
President Carter	Lil Wayne	160	Dm	2011/10/2
Its Good	Lil Wayne	127.999		2011/10/2
Outro	Lil Wayne	131.001		2011/10/2
Brown Paper Bag	Lil Wayne	100.406		2010/7/8
The Bad Side	Lil Wayne	104.996		2010/7/8
Uh Oh	Lil Wayne	170.089	Cm	2010/7/8
Blood Brothers	Lil Wayne	102.89		2010/7/8
Beat Without The Bass	Lil Wayne	148.001		2010/7/8
9MM	Lil Wayne	165.986	Ebm	2010/7/8
S On My Chest	Lil Wayne	158.001		2010/7/8
Let's Talk	Lil Wayne	168.98	A	2010/7/8
Something You Forgot	Lil Wayne	92		2010/7/8
Did It Before	Lil Wayne	91.391		2010/7/8
Me & You	Lil Wayne	148.006		2010/7/8
Push	Lil Wayne	99.265		2010/7/8
Get It Shawty (Remix)	Lil Wayne	127.98		2010/7/8
You Nasty	Lil Wayne	166	Ebm	2010/7/8
One Night Stand	Lil Wayne	92.423		2010/7/8
Acception	Lil Wayne	109.118		2010/7/8
Ask Dem Hoes About Me	Lil Wayne	158.89		2010/7/8
Colors	Lil Wayne	142		2010/7/8
How You Like Me Now	Lil Wayne	166	Bbm	2010/1/20
Prostitute Flange	Lil Wayne	148		2010/7/8
Zoo	Lil Wayne	159.997		2010/7/8
Diamonds & Girls	Lil Wayne	169.814	Abm	2010/7/8
I'm A Beast	Lil Wayne	150		2010/7/8
Red Magic	Lil Wayne	172	Db	2010/7/8
First Place Winner	Lil Wayne	163.402		2010/7/8
I'm Me	Lil Wayne	150.968		2010/7/8
Diamonds On My Neck (Cover)	Lil Wayne	92.515	Am	2010/7/8
Always Strapped	Lil Wayne	165	Abm	2009/5/31
Bitches Love Me	Lil Wayne	125		2013/3/2
Shine On	Lil Wayne	158.003		2008/12/7
RappaPomPom	Lil Wayne	169.999		2011/1/19
A Milli (Secret Panda Society Remix)	Lil Wayne	140		2011/11/14
Bill Gates	Lil Wayne	135.999		2010/10/6
Dear Anne	Lil Wayne	150.72		2011/8/4
Duffle Bag Boy	Lil Wayne	144		2010/7/8
Gettin Money	Lil Wayne	148.99		2010/7/8
Got Money (Remix)	Lil Wayne	164.999	Am	2008/12/7
I Get Money	Lil Wayne	149.993		2011/4/1
Lollipop (Chopz Remix)	Lil Wayne	148.001		2008/12/7
Lollipop (Remix)	Lil Wayne	147.999		2010/7/8
My Homies Still	Lil Wayne	149.999		2012/7/17
Swag And Surf (Skrubz Dubstep Remix)	Lil Wayne	140		2011/4/16
With You	Lil Wayne	114		2010/10/6
U Aint Neva Gottz Ask	Lil Wayne	169.999	Gm	2009/5/31
1 Arm	Lil Wayne & Juelz Santana	133.8		2010/7/8
Her, Him & Me	Lil Wayne & Juelz Santana	163.998		2010/7/8
Guys Like Us	Lil Wayne & Juelz Santana	90.001		2010/7/8
By Myself	Lil Wayne & Juelz Santana	88.0001	Dbm	2010/7/8
Bust It Wide Open	Lil Will	150.498		2010/7/8
On Fire	Lil Wayne	132.005		2010/7/8
Warrior	Lil Wayne	156		2010/7/8
Smile	Lily Allen	95.499		2010/7/8
Knock 'Em Out	Lily Allen	127.999		2010/7/8
LDN	Lily Allen	100.01		2010/7/8
Everything's Just Wonderful	Lily Allen	157.999		2010/7/8
Not Big	Lily Allen	102		2010/7/8
Friday Night	Lily Allen	127.567		2010/7/8
Shame For You	Lily Allen	147.999		2010/7/8
Littlest Things	Lily Allen	163.999		2010/7/8
Take What You Take	Lily Allen	99.996		2010/7/8
Friend Of Mine	Lily Allen	163.999		2010/7/8
Alfie	Lily Allen	120.001		2010/7/8
Everyone's At It	Lily Allen	117.001		2010/7/8
The Fear	Lily Allen	133.995		2010/7/8
Not Fair	Lily Allen	121.507		2010/7/8
22	Lily Allen	131.01		2010/7/8
I Could Say	Lily Allen	124.008		2010/7/8
Back To The Start	Lily Allen	140.01		2010/7/8
Never Gonna Happen	Lily Allen	143.05		2010/7/8
Fuck You	Lily Allen	129.985		2010/7/8
Who'd Have Known	Lily Allen	168.011	F	2010/7/8
Chinese	Lily Allen	143.006		2010/7/8
Him	Lily Allen	96.007		2010/7/8
He Wasn't There	Lily Allen	141.41		2010/7/8
Rollin'	Limp Bizkit	97.82		2010/7/8
Nookie	Limp Bizkit	97		2010/7/8
Electric Daisy Violin	Lindsey Stirling	128.001		2013/9/6
Zi-Zi's Journey	Lindsey Stirling	139.999		2013/9/6
Crystallize	Lindsey Stirling	140		2013/9/6
Song of the Caged Bird	Lindsey Stirling	173	Gbm	2013/9/6
Moon Trance	Lindsey Stirling	127.999		2013/9/6
Minimal Beat	Lindsey Stirling	127.999		2013/9/6
Transcendence	Lindsey Stirling	127		2013/9/6
Elements	Lindsey Stirling	140		2013/9/6
Shadows	Lindsey Stirling	126		2013/9/6
Spontaneous Me	Lindsey Stirling	129.999		2013/9/6
Anti Gravity	Lindsey Stirling	128.001		2013/9/6
Stars Align	Lindsey Stirling	127		2013/9/6
In The End	Linkin Park	105.124		2010/3/19
Numb	Linkin Park	110.039		2010/3/19
Breaking the Habit	Linkin Park	100.033		2010/7/8
Funkytown	Lipps Inc	122.15		2010/7/8
Breakfast	Liquid Stranger	138		2011/10/10
Bully	Liquid Stranger	140.004		2011/10/10
Nintendo	Liquid Stranger	140		2011/10/22
Robot Rox	Liquid Stranger	140	Gm	2011/10/16
Step By Step	Liquid Stranger	140.001		2011/10/16
Change	Daniel Merriweather	98.21		2010/7/8
24	Little Brother	94.086		2010/7/8
Beautiful Morning	Little Brother	93.9929	Bm	2010/7/8
Prologue / Little Shop of Horrors	Little Shop of Horrors	155.78		2010/7/8
Skid Row (Downtown)	Little Shop of Horrors	134		2010/7/8
Somewhere That's Green	Little Shop of Horrors	125		2010/7/8
Grow for Me	Little Shop of Horrors	88.6933	Eb	2010/7/8
Feed Me (Git It!)	Little Shop of Horrors	96.015		2010/7/8
Suddenly Seymour	Little Shop of Horrors	101.915		2010/7/8
Finale Ultimo (Don't Feed the Plants)	Little Shop of Horrors	142.731		2010/7/8
Cult of Personality	Living Color	92.09		2010/7/8
Doing It Well	LL Cool J	94.995		2010/7/8
I'm Bad	LL Cool J	89.6		2010/7/8
Baby	LL Cool J	100		2010/7/8
Headsprung	LL Cool J	99.889		2010/7/8
Control Myself	LL Cool J	119.997		2010/7/8
Hush	LL Cool J	98.998		2010/7/8
Jingling Baby	LL Cool J	110.96		2010/7/8
Luv You Better	LL Cool J	97		2010/7/8
The 5 Boroughs	LL Cool J	89.682		2010/7/8
Get It Shawty	Lloyd	128.004		2010/7/8
Girls Around The World	Lloyd	97.59		2010/7/8
How We Do It	Lloyd	117		2010/7/8
Till The End	Lloyd Banks	170.399	Fm	2010/7/8
Hands Up	Lloyd Banks	95.002		2010/7/8
My House	Lloyd Banks	87.9193	Em	2010/7/8
We On Fire	Lloyd Banks	95.001		2010/7/8
Lil Hipster Girl	LMFAO	128		2009/7/2
What Happens at the Party	LMFAO	127.998		2010/7/8
Yes	LMFAO	127.999		2010/7/8
I'm In Miami Trick	LMFAO	127.999		2010/7/8
Champagne Showers	LMFAO	NaN		2013/8/30
Get Crazy	LMFAO	132.998		2011/2/17
La La La (Hyper Crush Remix)	LMFAO	127.997		2011/10/26
La La La (Royale Bmore Rmx)	LMFAO	130.001		2011/2/25
Party Rock Anthem	LMFAO	129.892		2011/4/1
Sexy and I Know It	LMFAO	130		2011/10/16
Shooting Star	LMFAO	127.81		2011/2/22
Shots	LMFAO	128		2010/3/19
Sorry For Party Rocking	LMFAO	134		2012/3/2
In My Dreams	Louie DeVito	136.688		2010/7/8
Up (Remix)	LoveRance	97.029		2012/5/25
What's Your Fantasy	Ludacris	140.022		2009/5/31
Southern Hospitality	Ludacris	95		2010/7/8
Intro	Ludacris	143		2010/7/8
How Low	Ludacris	139.221		2010/3/19
My Chick Bad	Ludacris	170.002	Cm	2010/7/8
Everybody Drunk	Ludacris	122.792		2010/7/8
I Do It All Night	Ludacris	130.002		2010/7/8
My Chick Bad (Remix)	Ludacris	170.002	Cm	2010/7/8
Southern Fried Intro	Ludacris	145.998		2010/7/8
Blow It Out	Ludacris	155.002		2010/7/8
Stand Up	Ludacris	99.206		2010/7/8
Rob Quarters (Skit)	Ludacris	96		2010/7/8
Splash Waterfalls	Ludacris	146.003		2010/7/8
Hard Times	Ludacris	150.41		2010/7/8
Diamond In The Back	Ludacris	161.505		2010/7/8
Screwed Up	Ludacris	131.897		2009/5/31
T Baggin' (Skit)	Ludacris	90		2010/7/8
P-Poppin'	Ludacris	150		2010/7/8
Hip Hip Quotables	Ludacris	164.03		2010/7/8
Black Man's Struggle (Skit)	Ludacris	108		2010/7/8
Hoes In My Room	Ludacris	87.7024	A	2010/7/8
Teamwork	Ludacris	140.001		2009/5/31
Interactive (Skit)	Ludacris	97.982		2010/7/8
We Got	Ludacris	148.801		2010/7/8
Eyebrows Down	Ludacris	150.004		2010/7/8
Fatty Girl	Ludacris	101.011		2010/7/8
Act A Fool	Ludacris	169.956	C	2010/7/8
Warning (Intro)	Ludacris	159.001		2010/7/8
Grew Up A Screw Up	Ludacris	155.991		2010/7/8
Money Maker	Ludacris	168	Cm	2010/7/8
Girls Gone Wild	Ludacris	117.913		2010/7/8
Ultimate Satisfaction	Ludacris	130.001		2010/7/8
Mouths To Feed	Ludacris	149.002		2010/7/8
End Of The Night	Ludacris	140		2010/7/8
Woozy	Ludacris	126		2010/7/8
Tell It Like It Is	Ludacris	154		2010/7/8
War With God	Ludacris	142.001		2010/7/8
Do Your Time	Ludacris	166.401	Fm	2010/7/8
Slap	Ludacris	114		2010/7/8
Runaway Love	Ludacris	90.95		2010/7/8
Freedom Of Preach	Ludacris	120		2010/7/8
Stuck Up (Shakedown)	Ludacris	110.944		2010/7/8
Intro	Ludacris	124.956		2010/7/8
Number One Spot	Ludacris	146.218		2010/7/8
Get Back	Ludacris	172	Bbm	2010/7/8
Put Your Money	Ludacris	168.004	Eb	2010/7/8
Blueberry Yum Yum	Ludacris	126.722		2010/7/8
Child Of The Night	Ludacris	158.998		2010/7/8
The Potion	Ludacris	99.901		2010/7/8
Pass Out	Ludacris	140.183		2010/7/8
Skit	Ludacris	103		2010/7/8
Spur Of The Moment	Ludacris	100.002		2010/7/8
Who Not Me	Ludacris	160.003		2010/7/8
Large Amounts	Ludacris	158.004		2010/7/8
Pimpin' All Over The World	Ludacris	123.069		2010/7/8
Two Miles An Hour	Ludacris	146.944		2010/7/8
Hopeless	Ludacris	158.134		2010/7/8
Virgo	Ludacris	93.807		2010/7/8
Undisputed	Ludacris	162.99		2010/7/8
Wish You Would	Ludacris	156.001		2009/1/12
One More Drink	Ludacris	99.001		2009/1/12
What Them Girls Like	Ludacris	169.999	Cm	2009/1/12
Do The Right Thang	Ludacris	147		2010/7/8
Stay Together	Ludacris	149		2010/9/24
How Low (Bird Peterson Remix)	Ludacris	138.001		2010/3/19
How Low (The Filth Remix)	Ludacris	130		2010/3/19
Coming 2 America	Ludacris	160.004		2010/7/8
Rollout (My Business)	Ludacris	130.964		2009/3/31
Go 2 Sleep	Ludacris	141.002		2010/7/8
